feature_id;pim_attribute_code;ignore_flag;feature_type;feature_name;feature_description;feature_unit
11274;icecat_11274;0;y_n;"Rack included";;
10088;icecat_10088;0;numerical;"Measuring angle";;°
3682;icecat_3682;0;numerical;"Flash recharging time";;s
9880;icecat_9880;0;dropdown;"Speed rating";"Tire (tyre) speed ratings range from A (the lowest) to Y (the highest). The higher the rating, the faster the vehicle can be safely be driven. Typically, the higher the speed rating, the better the grip and stopping power, but the lower the tread life.";
14976;icecat_14976;0;;"B2B applications";;
16087;icecat_16087;0;;"Mid-range driver(s)";;
24886;icecat_24886;0;numerical;"Number of pockets per page";;
18527;icecat_18527;0;y_n;Pocket;;
31008;icecat_31008;0;numerical;"Resistance resolution (max)";;Ω
31270;icecat_31270;0;numerical;"Hose length (min)";;m
23769;icecat_23769;0;2d;"Depth image size";;pixels
20313;icecat_20313;0;;"Manual release/reverse";;
15692;icecat_15692;0;y_n;"Video streaming";;
17606;icecat_17606;0;range;"Drill table pivoting";;°
19686;icecat_19686;0;;"Wall distance";;cm
27345;icecat_27345;0;numerical;"Motor rotation speed";;RPM
3554;icecat_3554;0;numerical;"SCART ports quantity";"The number of sockets (ports) for SCART connections.";
16473;icecat_16473;0;;"Voice effect";;
14643;icecat_14643;0;;"AAC-LC (Non-DRM)";;
25253;icecat_25253;0;range;"Central control unit operating relative humidity (H-H)";;%
2305;icecat_2305;0;dropdown;"Flash card type";"A flash card is a computer storage device electrically erased and reprogrammed. Types of flash cards include CompactFlash (CF), Memory Stick (MS) etc.";
26455;icecat_26455;0;y_n;"Reading light function";;
11147;icecat_11147;0;text;"Bridge material";;
19826;icecat_19826;0;;"Power detection";;
25187;icecat_25187;0;numerical;"Vitamin E content (per 100 g)";;mg
29896;icecat_29896;0;y_n;"Removable burner crown";;
11771;icecat_11771;0;y_n;Sieve;;
16089;icecat_16089;0;;"Cube speaker drivers";;
26954;icecat_26954;0;y_n;"Cooling disc";;
29814;icecat_29814;0;numerical;"Feet height";;mm
10942;icecat_10942;0;numerical;"Power over Ethernet (PoE) ports quantity";;
15633;icecat_15633;0;dropdown;"Boiler type (NL label)";"The category of the boiler, according to the Dutch labelling system e.g. HR (hoog rendement)";
16128;icecat_16128;0;;HSUPA;;
11474;icecat_11474;0;y_n;Dual-band;"A dual band device can work with two different bands. Dual-band WiFi (wireless) contains two different types of wireless radios that can support connections on both 2.4 GHz and 5 GHz links.";
15393;icecat_15393;0;y_n;"Pedicure rasp";;
3869;icecat_3869;0;numerical;Beaker;;L
30850;icecat_30850;0;y_n;"Adjustable goggle strap";;
9659;icecat_9659;0;numerical;"Start-up time";;s
6840;icecat_6840;0;numerical;"Noise level (quiet mode)";;dB
3543;icecat_3543;0;numerical;"Line density";;lpi
27275;icecat_27275;0;y_n;"Glass included";;
28149;icecat_28149;0;y_n;"Tee fitting";;
18746;icecat_18746;0;numerical;"Luminous flux (EM 30°C)";;lm
12259;icecat_12259;0;;"Application time (underarms)";;min
23627;icecat_23627;0;numerical;"Seat ring inner depth";;mm
27013;icecat_27013;0;;"Citrix XeApp compatibility";;
13458;icecat_13458;0;numerical;"PCI Express x4 (Gen 2.x) slots";;
25939;icecat_25939;0;y_n;"Wetsuit boots included";;
826;icecat_826;0;numerical;"Print speed (black, draft quality, A4/US Letter)";;ppm
27347;icecat_27347;0;3d;"Pinspot dimensions (WxDxH)";;mm
23007;icecat_23007;0;2d;"Sleeping area (W x L)";;mm
24827;icecat_24827;0;numerical;"Number of toys";;
12157;icecat_12157;0;;"Adjustable spout";;
11995;icecat_11995;0;;Thermobrush;;
7096;icecat_7096;0;text;"Master cartons per pallet";;
30021;icecat_30021;0;y_n;"Top, bottom & fan (oven 3)";;
25311;icecat_25311;0;numerical;"Pole diameter (max)";;mm
5101;icecat_5101;0;text;"Cyberlink PowerDVD";;
21736;icecat_21736;0;;"Maximum resolution & refresh rate (VGA)";;
31401;icecat_31401;0;numerical;"Animal capacity";;
14054;icecat_14054;0;;QuickTime;;
24727;icecat_24727;0;multi_dropdown;"Foot cleanser 3 effect";;
28707;icecat_28707;0;y_n;"Water glass included";;
616;icecat_616;0;text;"Send to email (Digital Sender)";;
14356;icecat_14356;0;;"D-light sync out";;
6896;icecat_6896;0;text;"On-line updates";;
31543;icecat_31543;0;dropdown;"Recommended for bird type";;
18164;icecat_18164;0;numerical;"Balanced line output level";;dB
6876;icecat_6876;0;text;MP3-Link;;
25907;icecat_25907;0;y_n;"Eyebrow modeling wax";;
3252;icecat_3252;0;y_n;"Hole punching";;
27263;icecat_27263;0;multi_dropdown;"Light conditions (2 lens)";;
21197;icecat_21197;0;y_n;"Hidden pocket";;
14274;icecat_14274;0;;"DTS-HD Master Audio decoding";;
22748;icecat_22748;0;range;"Elevation angle range";;°
30893;icecat_30893;0;numerical;"Front track";;mm
23170;icecat_23170;0;numerical;"Torque (@8.4 V)";;kg/cm
10030;icecat_10030;0;numerical;"Contactless working distance";;mm
24327;icecat_24327;0;;"Display selector (Finder/LCD)";;
23995;icecat_23995;0;numerical;"Lower compartment capacity";;ml
4782;icecat_4782;0;numerical;"Width (cm) inner carton";;cm
27280;icecat_27280;0;numerical;"Leaves no residue for up to";;day(s)
6605;icecat_6605;0;numerical;"Minimum horizontal distance";;mm
5901;icecat_5901;0;text;"Page yield (black&white, large format D)";;
1097;icecat_1097;0;numerical;"Graphics adapter memory bus";;bit
23967;icecat_23967;0;y_n;"Anti-bacterial protection";;
3184;icecat_3184;0;text;"Electrical output connections";"Describes the number of type of electrical output connections";
18522;icecat_18522;0;y_n;Tent;;
29194;icecat_29194;0;y_n;"Cleaning glove(s) included";;
27228;icecat_27228;0;numerical;"Number of track configurations";;
13392;icecat_13392;0;;"Anti-theft front panel";;
10858;icecat_10858;0;numerical;"Line width";;mm
21378;icecat_21378;0;numerical;"Unsaturated trans fat content (per 100g)";;g
19802;icecat_19802;0;;"Safety timer";;
8559;icecat_8559;0;multi_dropdown;"SFP transceiver type";;
21254;icecat_21254;0;y_n;"Rotation function";;
3229;icecat_3229;0;text;Snapshot;;
25243;icecat_25243;0;dropdown;"Banjo head material";;
25221;icecat_25221;0;numerical;"Maximum capacity (slimline cases)";;
29078;icecat_29078;0;dropdown;"Fins size (France)";;
29093;icecat_29093;0;numerical;"Number of photo studio continuous lighting";;
18233;icecat_18233;0;;"Volume Acoustic Compliance (VAS) (imperial)";;ft³
11862;icecat_11862;0;;"Coffee brewing temperature";;°C
26548;icecat_26548;0;numerical;"L-aspartic acid content (per serving)";;mg
14850;icecat_14850;0;;"Auto reverse";;
28709;icecat_28709;0;numerical;"Adobe RGB coverage";;%
17846;icecat_17846;0;dropdown;"Replacement bulb energy efficiency class (highest)";;
3268;icecat_3268;0;numerical;"Minimum hard disk space  (client computer)";;MB
11759;icecat_11759;0;;"Stand dimensions (WxHxD)";;mm
13484;icecat_13484;0;numerical;"Decoupling (horizontal/vertical)";;dB
28256;icecat_28256;0;y_n;"Easy to sharpen";;
16865;icecat_16865;0;;"Front speaker";;
22549;icecat_22549;0;y_n;"Filling aid";;
29847;icecat_29847;0;text;"Burner/cooking zone 1 diameter";;mm
21092;icecat_21092;0;y_n;"Symmetrically balanced";;
2634;icecat_2634;0;y_n;"Self-centering bread mechanism";;
16553;icecat_16553;0;;"Hot/cold temperature level";;
19951;icecat_19951;0;;Housing;;
6460;icecat_6460;0;text;"Maximum media weight";;
27494;icecat_27494;0;y_n;"Computer Numerically Controlled (CNC) sharpening";;
4716;icecat_4716;0;y_n;"Non-stick inner bowl";;
15872;icecat_15872;0;;"Coaxial / optical connection";;
23366;icecat_23366;0;y_n;"Target ball";;
29297;icecat_29297;0;dropdown;"Ethernet LAN data rate supported (max)";;Mbit/s
22519;icecat_22519;0;numerical;"Vibration emission uncertainty";;m/s²
16825;icecat_16825;0;;"H.264 decoding";;
21776;icecat_21776;0;;"Random write (8GB span)";;IOPS
5766;icecat_5766;0;text;"Memory access time";;ns
7543;icecat_7543;0;numerical;"Number of servers";;
1448;icecat_1448;0;text;"Warranty note";;
28061;icecat_28061;0;y_n;"Doll stand";;
17120;icecat_17120;0;;"Owners manual";;
10684;icecat_10684;0;y_n;"Push button";;
12264;icecat_12264;0;;"Long lasting cord";;
26337;icecat_26337;0;numerical;"Spray gun volume";;L
9040;icecat_9040;0;y_n;"Office support";;
17729;icecat_17729;0;numerical;"Tablet depth";;mm
15014;icecat_15014;0;;"Blocked filter indicator";;
28606;icecat_28606;0;dropdown;"Ladder material";;
24771;icecat_24771;0;y_n;"Skin cleanser 2";;
2687;icecat_2687;0;numerical;"Toothbrush frequency (oscillations)";;"movements per minute"
22784;icecat_22784;0;multi_dropdown;"Allergen type name";;
12896;icecat_12896;0;y_n;"High pass filter";;
26722;icecat_26722;0;numerical;"Vitamin D3 Daily Value (DV) content (per 100 g)";;%
24425;icecat_24425;0;;"Playback functions";;
1515;icecat_1515;0;numerical;"Diskette drive rotational speed";;RPM
19545;icecat_19545;0;;"Rated output power (4 Ohm)";;
20029;icecat_20029;0;;"Reflection @ 821 MHz (LTE D6)";;dBi
31462;icecat_31462;0;range;"Incline range";;%
26244;icecat_26244;0;y_n;"Painless removal";;
15125;icecat_15125;0;;"Double O.P.C technology";;
1888;icecat_1888;0;numerical;"Headphone sensitivity";;dB
21209;icecat_21209;0;y_n;"Adjustable straps";;
7329;icecat_7329;0;2d;"Second bowl dimensions (WxL)";;mm
28266;icecat_28266;0;y_n;"Glitter glue included";;
15553;icecat_15553;0;y_n;"Adjustable air flow";;
16816;icecat_16816;0;;"WMV9 decoding";;
28171;icecat_28171;0;y_n;"Blending function";;
4055;icecat_4055;0;text;"Cradle playback mode";;
18176;icecat_18176;0;numerical;"Colour generators";;
17058;icecat_17058;0;numerical;"Red wavelength";;nm
15778;icecat_15778;0;;"Station presets (DAB/FM)";;
12648;icecat_12648;0;;"Back-up mobilephone contacts";;
17254;icecat_17254;0;;"Skip (FWD)";;
12678;icecat_12678;0;;"Predefined fax forms";;
24260;icecat_24260;0;;"Dolby Digital/DTS";;
10012;icecat_10012;0;y_n;"Access chip/card reader";"Device that is able to read an access chip/card (smart card), and therefore determine whether the person with the card should be given access to the physical place or computer system.";
11464;icecat_11464;0;numerical;"Power consumption (charging)";;mA
30315;icecat_30315;0;y_n;"On/off key";;
30307;icecat_30307;0;y_n;"Mobile app support";;
6360;icecat_6360;0;text;"Volume indicator";;
31257;icecat_31257;0;numerical;"Number of felt sheets";;
12119;icecat_12119;0;;"Clean in hot soapy water";;
26145;icecat_26145;0;;"Wrist blood pressure monitor";;
21137;icecat_21137;0;dropdown;"Carbonation level";;
7590;icecat_7590;0;numerical;"Depth of immersion (max)";;m
10487;icecat_10487;0;y_n;"Camper/Caravan Passenger Car Options";"Switch between profiles for campers, caravans and normal cars. Choose the size, weight and speed for your different vehicles. Get the right routes and arrival times whatever you’re driving.";
4464;icecat_4464;0;numerical;"Weight (with stand) (imperial)";;lbs
2914;icecat_2914;0;y_n;"Ionic function";"Ionic function is a feature of a hair/climatic appliances to reduce the amount of static electricity build-up in the hair/air.";
5633;icecat_5633;0;y_n;"Random write";;
6726;icecat_6726;0;numerical;"Price per MMS (within bundle)";;€
1055;icecat_1055;0;text;"BIOS flash ROM";;
31469;icecat_31469;0;numerical;"Number of weighted vest weight blocks";;
25692;icecat_25692;0;numerical;"Wardrobe weight";;g
25624;icecat_25624;0;numerical;"Burner cover 4 diameter";;mm
6393;icecat_6393;0;text;"Approximate yields";;
21465;icecat_21465;0;text;Gear;;
3574;icecat_3574;0;y_n;"Trusted Platform Module (TPM)";;
5345;icecat_5345;0;text;"Local video window";;
9977;icecat_9977;0;y_n;"Adjustable air flow (secondary)";;
7313;icecat_7313;0;y_n;"Lane guidance";;
17116;icecat_17116;0;;"Electronic Programme Guide (EPG) capacity";;
1650;icecat_1650;0;numerical;Depth;"The distance from the front to the back of something.";mm
31021;icecat_31021;0;numerical;"AC voltage";;V
14960;icecat_14960;0;;"Audio digital (optical)";;
27694;icecat_27694;0;dropdown;"Thread size supported";;
21390;icecat_21390;0;multi_dropdown;Fruits;;
6367;icecat_6367;0;text;VarioLock™;;
13711;icecat_13711;0;;"Sound Field Program (movie)";;
4461;icecat_4461;0;numerical;"Net weight";;g
15826;icecat_15826;0;y_n;"ClearAudio+ mode";;
3629;icecat_3629;0;multi_dropdown;"ISO B-series sizes (B0...B9)";;
28198;icecat_28198;0;3d;"Veranda/floor package dimensions (WxDxH)";;mm
25315;icecat_25315;0;numerical;"Potassium Daily Value (DV) content (per serving)";;%
2265;icecat_2265;0;text;"Printing material lightfastness (outdoor) UV-ink";"Period of time over which colors will resist change in an indoor commercial window by an acceptable amount";
12022;icecat_12022;0;text;Faxing;"To send an exact copy of a document made by electronic scanning and transmitted as data by telecommunications links.";
15409;icecat_15409;0;y_n;Glue;;
12145;icecat_12145;0;y_n;"Easy washed off inks";;
26134;icecat_26134;0;;"Fixation strap";;
31174;icecat_31174;0;numerical;"Number of slats";;
3420;icecat_3420;0;numerical;"Box weight";;g
6480;icecat_6480;0;text;"Rated speed";;ppm
10032;icecat_10032;0;numerical;"Carrier frequency";;kHz
2032;icecat_2032;0;numerical;"Power consumption footnote";"Defines or qualifies the power consumption specification";W
29879;icecat_29879;0;y_n;"Main oven rotisserie";;
24941;icecat_24941;0;y_n;"Adjustable buoyancy levels";;
8313;icecat_8313;0;multi_dropdown;"Screwdrivers/bits tips included";"The product includes screwdrivers and screwdriver bits (the tips of the screwdriver which connects to the screw).";
9068;icecat_9068;0;multi_dropdown;"Cooking types";"The types of cooking that can be done e.g. grilling, roasting.";
20255;icecat_20255;0;;"Maximum staple width";;mm
15966;icecat_15966;0;;"Channel coverage HYPER";;
9023;icecat_9023;0;y_n;"Anti-theft chip";;
29376;icecat_29376;0;y_n;"Ember rake included";;
12188;icecat_12188;0;;"Pressure control";;
7556;icecat_7556;0;numerical;"Number of phases";;
13581;icecat_13581;0;numerical;"Number of nodes";;
23430;icecat_23430;0;numerical;"LSF HF preheat 2000h rated, 3h";;%
16778;icecat_16778;0;numerical;"Seat height (max)";;mm
27560;icecat_27560;0;numerical;"Gelling time (max)";;min
30675;icecat_30675;0;y_n;"Club path";;
14339;icecat_14339;0;;"Still image size (3:2 mode, 3456 x 2304)";;
7423;icecat_7423;0;range;"Measurement range";;m
22488;icecat_22488;0;numerical;"Alternating discharge current @50Hz/1s";;A
10501;icecat_10501;0;y_n;"Central control";"Fully built-in car navigation solution optimizes comfort.";
23901;icecat_23901;0;alphanumeric;"Lip gloss colour code";;
16898;icecat_16898;0;;"Battery power";;
20616;icecat_20616;0;dropdown;"Shampoo type";;
2371;icecat_2371;0;text;Diagnostics;"Description of available diagnostics";
6451;icecat_6451;0;text;"Newborn pacifier(s) included";;pc(s)
27108;icecat_27108;0;numerical;"Working load";;kg
26517;icecat_26517;0;y_n;"Front panel connector";;
3725;icecat_3725;0;range;"Flash range (wide)";;m
5274;icecat_5274;0;numerical;"Maximum charging time";;h
16398;icecat_16398;0;y_n;"4Ω speaker support";;
11053;icecat_11053;0;numerical;"Handles quantity";"The number of handles, which are the parts by which a thing is held, carried, or controlled.";
25916;icecat_25916;0;;"Pixel engine";;
6179;icecat_6179;0;text;"Tape device emulated (type)";;
13097;icecat_13097;0;;"Imported crystallite plate";;
24974;icecat_24974;0;dropdown;"Mouthpiece material";;
15523;icecat_15523;0;;"Magazine jumbo bottles";;
1647;icecat_1647;0;numerical;"Serial page access";;ms
17484;icecat_17484;0;;"Combi connection";;
17393;icecat_17393;0;;"Document feed";;
11663;icecat_11663;0;;"Energy efficiency level";;
22265;icecat_22265;0;text;"Channels quantity (EU)";;
22564;icecat_22564;0;y_n;"Auto shut-off delay time";;
1171;icecat_1171;0;numerical;"Service life of lamp";"The length of time (usually measured in hours) which the lamp can be used for.";h
27979;icecat_27979;0;y_n;"Hand-eye coordination development";;
2591;icecat_2591;0;numerical;"Inlet hose length";;m
3598;icecat_3598;0;y_n;"A6 Card";;
16534;icecat_16534;0;;"Optical drive cache";;
30334;icecat_30334;0;numerical;"Sealant 3 shear strength";;kPa
22279;icecat_22279;0;y_n;"Traffic statistics";;
22686;icecat_22686;0;y_n;"Adjustable backlight";;
20413;icecat_20413;0;text;"Shelves finishing";;
26327;icecat_26327;0;numerical;"Number of character molds";;pc(s)
7433;icecat_7433;0;text;"Number of Digital Signal Processors (DSP)";;
15398;icecat_15398;0;y_n;"Water cup";;
2977;icecat_2977;0;y_n;"Lemon squeezer";;
19584;icecat_19584;0;;"Standby input current";;A
17886;icecat_17886;0;ratio;"Eyepiece lens structure (elements/groups)";;
20465;icecat_20465;0;y_n;"Bracelet included";;
24175;icecat_24175;0;numerical;"Tread depth measuring resolution";;mm
16403;icecat_16403;0;;"Comfort Care";;
18096;icecat_18096;0;y_n;"Removable battery";;
20630;icecat_20630;0;;"Media weight";;
5787;icecat_5787;0;text;"Media thickness (imperial)";;""""
15655;icecat_15655;0;dropdown;"Buttons type";"The type of the buttons.";
5559;icecat_5559;0;numerical;"Digital audio optical in";"The socket in the device for the digital audio input. The signal is inputted via an optical cable with an TOSLINK connector.";
